Month,Date,Shalat,Commitment,Person,Place
July,15,Maghrib,Committed,Alone,Home
July,15,Isya,Committed,Jamaah,Mosque
July,16,Shubuh,Committed,Alone,Home
July,16,Dzuhur,Committed,Jamaah,Mosque
July,16,Ashar,Committed,Jamaah,Mosque
July,16,Maghrib,Committed,Alone,Home
July,16,Isya,Committed,Alone,Home
July,17,Shubuh,Committed,Jamaah,Mosque
July,17,Dzuhur,Committed,Alone,Home
July,17,Ashar,Committed,Jamaah,Mosque
July,17,Maghrib,Committed,Alone,Home
July,17,Isya,Committed,Jamaah,Mosque
July,18,Shubuh,Committed,Alone,Home
July,18,Dzuhur,Committed,Jamaah,Mosque
July,18,Ashar,Committed,Jamaah,Mosque
July,18,Maghrib,Committed,Alone,Home
July,18,Isya,Committed,Alone,Home
July,19,Shubuh,Committed,Alone,Home
July,19,Dzuhur,Committed,Jamaah,Mosque
July,19,Ashar,Committed,Jamaah,Mosque
July,19,Maghrib,Committed,Alone,Home
July,19,Isya,Committed,Jamaah,Mosque
July,20,Shubuh,Abandoned,,
July,20,Dzuhur,Committed,Jamaah,Mosque
July,20,Ashar,Committed,Alone,Mosque
July,20,Maghrib,Committed,Alone,Home
July,20,Isya,Committed,Jamaah,Mosque
July,21,Shubuh,Abandoned,,
July,21,Dzuhur,Committed,Jamaah,Mosque
July,21,Ashar,Committed,Jamaah,Mosque
July,21,Maghrib,Abandoned,,
July,21,Isya,Committed,Jamaah,Mosque
July,22,Shubuh,Committed,Alone,Home
July,22,Dzuhur,Committed,Alone,Home
July,22,Ashar,Committed,Alone,Home
July,22,Maghrib,Abandoned,,
July,22,Isya,Committed,Alone,Home
July,23,Shubuh,Committed,Alone,Home
July,23,Dzuhur,Committed,Jamaah,Mosque
July,23,Ashar,Committed,Jamaah,Mosque
July,23,Maghrib,Committed,Alone,Home
July,23,Isya,Committed,Jamaah,Mosque
July,24,Shubuh,Committed,Alone,Mosque
July,24,Dzuhur,Committed,Alone,Home
July,24,Ashar,Committed,Alone,Home
July,24,Maghrib,Committed,Alone,Home
July,24,Isya,Committed,Jamaah,Mosque
July,25,Shubuh,Committed,Alone,Home
July,25,Dzuhur,Committed,Jamaah,Mosque
July,25,Ashar,Committed,Alone,Home
July,25,Maghrib,Committed,Alone,Home
July,25,Isya,Committed,Jamaah,Mosque
July,26,Shubuh,Committed,Alone,Home
July,26,Dzuhur,Committed,Alone,Home
July,26,Ashar,Committed,Alone,Home
July,26,Maghrib,Committed,Jamaah,Mosque
July,26,Isya,Committed,Jamaah,Mosque
July,27,Shubuh,Committed,Alone,Home
July,27,Dzuhur,Committed,Alone,Home
July,27,Ashar,Committed,Jamaah,Mosque
July,27,Maghrib,Committed,Alone,Home
July,27,Isya,Committed,Alone,Home
July,28,Shubuh,Committed,Alone,Home
July,28,Dzuhur,Committed,Alone,Mosque
July,28,Ashar,Committed,Alone,Home
July,28,Maghrib,Committed,Alone,Home
July,28,Isya,Committed,Jamaah,Mosque
July,29,Shubuh,Committed,Alone,Home
July,29,Dzuhur,Committed,Alone,Mosque
July,29,Ashar,Committed,Alone,Mosque
July,29,Maghrib,Committed,Alone,Home
July,29,Isya,Committed,Alone,Home
July,30,Shubuh,Committed,Alone,Home
July,30,Dzuhur,Committed,Alone,Mosque
July,30,Ashar,Committed,Jamaah,Mosque
July,30,Maghrib,Committed,Alone,Home
July,30,Isya,Committed,Alone,Home
July,31,Shubuh,Committed,Alone,Home
July,31,Dzuhur,Committed,Alone,Home
July,31,Ashar,Committed,Jamaah,Mosque
July,31,Maghrib,Committed,Alone,Home
July,31,Isya,Committed,Jamaah,Mosque
