Month,Date,Shalat,Commitment,Person,Place
June,10,Dzuhur,Abandoned,,
June,10,Ashar,Abandoned,,
June,10,Maghrib,Committed,Alone,Home
June,10,Isya,Committed,Alone,Home
June,11,Shubuh,Committed,Alone,Home
June,11,Dzuhur,Abandoned,,
June,11,Ashar,Abandoned,,
June,11,Maghrib,Committed,Alone,Home
June,11,Isya,Committed,Alone,Home
June,12,Shubuh,Committed,Alone,Home
June,12,Dzuhur,Committed,Alone,Home
June,12,Ashar,Committed,Alone,Home
June,12,Maghrib,Committed,Alone,Home
June,12,Isya,Committed,Alone,Home
June,13,Shubuh,Committed,Alone,Home
June,13,Dzuhur,Abandoned,,
June,13,Ashar,Abandoned,,
June,13,Maghrib,Committed,Alone,Home
June,13,Isya,Committed,Alone,Home
June,14,Shubuh,Abandoned,,
June,14,Dzuhur,Committed,Alone,Home
June,14,Ashar,Committed,Alone,Mosque
June,14,Maghrib,Abandoned,,
June,14,Isya,Committed,Jamaah,Mosque
June,15,Shubuh,Committed,Alone,Home
June,15,Dzuhur,Committed,Alone,Mosque
June,15,Ashar,Committed,Jamaah,Mosque
June,15,Maghrib,Committed,Alone,Home
June,15,Isya,Committed,Jamaah,Mosque
June,16,Shubuh,Committed,Alone,Home
June,16,Dzuhur,Committed,Alone,Mosque
June,16,Ashar,Committed,Jamaah,Mosque
June,16,Maghrib,Committed,Alone,Home
June,16,Isya,Committed,Alone,Home
June,17,Shubuh,Committed,Alone,Home
June,17,Dzuhur,Committed,Jamaah,Mosque
June,17,Ashar,Committed,Jamaah,Mosque
June,17,Maghrib,Committed,Alone,Home
June,17,Isya,Committed,Alone,Home
June,18,Shubuh,Abandoned,,
June,18,Dzuhur,Committed,Alone,Home
June,18,Ashar,Committed,Jamaah,Mosque
June,18,Maghrib,Committed,Alone,Home
June,18,Isya,Committed,Jamaah,Mosque
June,19,Shubuh,Committed,Alone,Home
June,19,Dzuhur,Committed,Alone,Home
June,19,Ashar,Committed,Jamaah,Mosque
June,19,Maghrib,Committed,Alone,Home
June,19,Isya,Committed,Alone,Home
June,20,Shubuh,Committed,Alone,Home
June,20,Dzuhur,Committed,Jamaah,Mosque
June,20,Ashar,Committed,Alone,Home
June,20,Maghrib,Committed,Alone,Home
June,20,Isya,Committed,Alone,Home
June,21,Shubuh,Committed,Alone,Home
June,21,Dzuhur,Committed,Jamaah,Mosque
June,21,Ashar,Committed,Jamaah,Mosque
June,21,Maghrib,Committed,Alone,Home
June,21,Isya,Committed,Alone,Home
June,22,Shubuh,Committed,Alone,Home
June,22,Dzuhur,Committed,Alone,Home
June,22,Ashar,Committed,Alone,Home
June,22,Maghrib,Committed,Alone,Home
June,22,Isya,Committed,Jamaah,Mosque
June,23,Shubuh,Abandoned,,
June,23,Dzuhur,Committed,Alone,Mosque
June,23,Ashar,Committed,Alone,Home
June,23,Maghrib,Committed,Alone,Home
June,23,Isya,Committed,Alone,Home
June,24,Shubuh,Committed,Alone,Home
June,24,Dzuhur,Committed,Jamaah,Mosque
June,24,Ashar,Committed,Jamaah,Mosque
June,24,Maghrib,Committed,Alone,Home
June,24,Isya,Committed,Jamaah,Mosque
June,25,Shubuh,Abandoned,,
June,25,Dzuhur,Committed,Jamaah,Mosque
June,25,Ashar,Abandoned,,
June,25,Maghrib,Committed,Alone,Home
June,25,Isya,Committed,Jamaah,Mosque
June,26,Shubuh,Committed,Alone,Home
June,26,Dzuhur,Committed,Jamaah,Mosque
June,26,Ashar,Committed,Alone,Home
June,26,Maghrib,Committed,Jamaah,Mosque
June,26,Isya,Committed,Jamaah,Mosque
June,27,Shubuh,Committed,Alone,Home
June,27,Dzuhur,Committed,Jamaah,Mosque
June,27,Ashar,Committed,Jamaah,Mosque
June,27,Maghrib,Committed,Alone,Home
June,27,Isya,Committed,Jamaah,Mosque
June,28,Shubuh,Committed,Alone,Home
June,28,Dzuhur,Committed,Jamaah,Mosque
June,28,Ashar,Committed,Jamaah,Mosque
June,28,Maghrib,Committed,Alone,Home
June,28,Isya,Committed,Alone,Home
June,29,Shubuh,Committed,Alone,Home
June,29,Dzuhur,Committed,Jamaah,Mosque
June,29,Ashar,Committed,Alone,Home
June,29,Maghrib,Abandoned,Alone,Home
June,29,Isya,Abandoned,Jamaah,Mosque
June,30,Shubuh,Abandoned,,
June,30,Dzuhur,Abandoned,Jamaah,Mosque
June,30,Ashar,Abandoned,Alone,Home
June,30,Maghrib,Abandoned,Alone,Home
June,30,Isya,Abandoned,Jamaah,Mosque
June,,,,,
June,,,,,
June,,,,,
June,,,,,
June,,,,,
