Month,Date,Shalat,Commitment,Person,Place
September,19,Isya,Committed,Jamaah,Mosque
September,20,Shubuh,Committed,Alone,Home
September,20,Dzuhur,Abandoned,,
September,20,Ashar,Committed,Alone,Mosque
September,20,Maghrib,Committed,Alone,Home
September,20,Isya,Committed,Jamaah,Mosque
September,21,Shubuh,Abandoned,,
September,21,Dzuhur,Abandoned,,
September,21,Ashar,Committed,Alone,Home
September,21,Maghrib,Committed,Jamaah,Mosque
September,21,Isya,Committed,Jamaah,Mosque
September,22,Shubuh,Committed,Alone,Home
September,22,Dzuhur,Committed,Alone,Home
September,22,Ashar,Committed,Alone,Home
September,22,Maghrib,Committed,Alone,Home
September,22,Isya,Committed,Alone,Home
September,23,Shubuh,Abandoned,,
September,23,Dzuhur,Abandoned,,
September,23,Ashar,Committed,Alone,Home
September,23,Maghrib,Committed,Alone,Home
September,23,Isya,Committed,Jamaah,Mosque
September,24,Shubuh,Abandoned,,
September,24,Dzuhur,Abandoned,,
September,24,Ashar,Committed,Alone,Home
September,24,Maghrib,Committed,Alone,Mosque
September,24,Isya,Committed,Jamaah,Mosque
September,25,Shubuh,Abandoned,,
September,25,Dzuhur,Committed,Jamaah,Mosque
September,25,Ashar,Committed,Alone,Home
September,25,Maghrib,Abandoned,,
September,25,Isya,Committed,Jamaah,Mosque
September,26,Shubuh,Abandoned,,
September,26,Dzuhur,Committed,Jamaah,Mosque
September,26,Ashar,Committed,Alone,Home
September,26,Maghrib,Committed,Alone,Home
September,26,Isya,Committed,Jamaah,Mosque
September,27,Shubuh,Abandoned,,
September,27,Dzuhur,Abandoned,,
September,27,Ashar,Committed,Alone,Home
September,27,Maghrib,Committed,Jamaah,Mosque
September,27,Isya,Committed,Jamaah,Mosque
September,28,Shubuh,Abandoned,,
September,28,Dzuhur,Abandoned,,
September,28,Ashar,Committed,Alone,Home
September,28,Maghrib,Committed,Alone,Mosque
September,28,Isya,Committed,Jamaah,Mosque
September,29,Shubuh,Abandoned,,
September,29,Dzuhur,Abandoned,,
September,29,Ashar,Committed,Alone,Home
September,29,Maghrib,Committed,Alone,Home
September,29,Isya,Committed,Alone,Home
September,30,Shubuh,Committed,Alone,Home
September,30,Dzuhur,Committed,Alone,Mosque
September,30,Ashar,Abandoned,,
September,30,Maghrib,Committed,Alone,Home
September,30,Isya,Committed,Jamaah,Mosque
September,,,,,
September,,,,,
September,,,,,
September,,,,,
September,,,,,
