Month,Date,Shalat,Commitment,Person,Place
March,25,Maghrib,Abandoned,,
March,25,Isya,Committed,Alone,Mosque
March,26,Shubuh,Committed,Alone,Home
March,26,Dzuhur,Committed,Alone,Home
March,26,Ashar,Committed,Alone,Home
March,26,Maghrib,Committed,Alone,Home
March,26,Isya,Committed,Alone,Mosque
March,27,Shubuh,Committed,Alone,Home
March,27,Dzuhur,Committed,Jamaah,Mosque
March,27,Ashar,Committed,Jamaah,Mosque
March,27,Maghrib,Abandoned,,
March,27,Isya,Committed,Alone,Mosque
March,28,Shubuh,Committed,Alone,Home
March,28,Dzuhur,Committed,Jamaah,Mosque
March,28,Ashar,Committed,Jamaah,Mosque
March,28,Maghrib,Committed,Alone,Home
March,28,Isya,Committed,Jamaah,Mosque
March,29,Shubuh,Committed,Alone,Home
March,29,Dzuhur,Abandoned,,
March,29,Ashar,Committed,Jamaah,Mosque
March,29,Maghrib,Abandoned,,
March,29,Isya,Committed,Jamaah,Mosque
March,30,Shubuh,Committed,Alone,Home
March,30,Dzuhur,Abandoned,,
March,30,Ashar,Committed,Alone,Mosque
March,30,Maghrib,Committed,Alone,Home
March,30,Isya,Committed,Jamaah,Mosque
March,31,Shubuh,Committed,Alone,Home
March,31,Dzuhur,Abandoned,,
March,31,Ashar,Committed,Alone,Mosque
March,31,Maghrib,Committed,Jamaah,Mosque
March,31,Isya,Committed,Jamaah,Mosque
