Month,Date,Shalat,Commitment,Person,Place
November,24,Shubuh,Committed,Alone,Home
November,24,Dzuhur,Committed,Alone,Mosque
November,24,Ashar,Committed,Alone,Home
November,24,Maghrib,Committed,Alone,Home
November,24,Isya,Committed,Jamaah,Mosque
November,25,Shubuh,Abandoned,,
November,25,Dzuhur,Committed,Alone,Mosque
November,25,Ashar,Committed,Alone,Home
November,25,Maghrib,Committed,Alone,Home
November,25,Isya,Committed,Jamaah,Mosque
November,26,Shubuh,Abandoned,,
November,26,Dzuhur,Committed,Alone,Mosque
November,26,Ashar,Committed,Alone,Home
November,26,Maghrib,Committed,Alone,Home
November,26,Isya,Committed,Jamaah,Mosque
November,27,Shubuh,Abandoned,,
November,27,Dzuhur,Committed,Alone,Home
November,27,Ashar,Committed,Jamaah,Mosque
November,27,Maghrib,Abandoned,,
November,27,Isya,Abandoned,,
November,28,Shubuh,Committed,Alone,Home
November,28,Dzuhur,Committed,Jamaah,Mosque
November,28,Ashar,Abandoned,,
November,28,Maghrib,Committed,Alone,Home
November,28,Isya,Committed,Jamaah,Mosque
November,29,Shubuh,Abandoned,,
November,29,Dzuhur,Committed,Jamaah,Mosque
November,29,Ashar,Abandoned,,
November,29,Maghrib,Committed,Alone,Home
November,29,Isya,Committed,Jamaah,Mosque
November,30,Shubuh,Abandoned,,
November,30,Dzuhur,Committed,Alone,Home
November,30,Ashar,Committed,Jamaah,Mosque
November,30,Maghrib,Committed,Alone,Home
November,30,Isya,Committed,Alone,Home
November,,,,,
November,,,,,
November,,,,,
November,,,,,
November,,,,,
