Month,Date,Shalat,Commitment,Person,Place
May,10,Maghrib,Abandoned,,
May,10,Isya,Committed,Jamaah,Mosque
May,11,Shubuh,Abandoned,,
May,11,Dzuhur,Abandoned,,
May,11,Ashar,Committed,Alone,Mosque
May,11,Maghrib,Abandoned,,
May,11,Isya,Committed,Jamaah,Mosque
May,12,Shubuh,Abandoned,,
May,12,Dzuhur,Committed,Alone,Mosque
May,12,Ashar,Committed,Jamaah,Mosque
May,12,Maghrib,Committed,Alone,Home
May,12,Isya,Committed,Jamaah,Mosque
May,13,Shubuh,Committed,Alone,Home
May,13,Dzuhur,Committed,Alone,Home
May,13,Ashar,Committed,Jamaah,Mosque
May,13,Maghrib,Committed,Alone,Home
May,13,Isya,Committed,Alone,Home
May,14,Shubuh,Abandoned,,
May,14,Dzuhur,Abandoned,,
May,14,Ashar,Committed,Alone,Home
May,14,Maghrib,Committed,Alone,Home
May,14,Isya,Committed,Jamaah,Mosque
May,15,Shubuh,Abandoned,,
May,15,Dzuhur,Committed,Alone,Mosque
May,15,Ashar,Abandoned,,
May,15,Maghrib,Abandoned,,
May,15,Isya,Committed,Alone,Home
May,16,Shubuh,Committed,Alone,Home
May,16,Dzuhur,Committed,Jamaah,Mosque
May,16,Ashar,Committed,Alone,Mosque
May,16,Maghrib,Committed,Alone,Home
May,16,Isya,Committed,Jamaah,Mosque
May,17,Shubuh,Abandoned,,
May,17,Dzuhur,Abandoned,,
May,17,Ashar,Committed,Alone,Home
May,17,Maghrib,Committed,Alone,Home
May,17,Isya,Committed,Jamaah,Mosque
May,18,Shubuh,Abandoned,,
May,18,Dzuhur,Committed,Alone,Home
May,18,Ashar,Committed,Jamaah,Mosque
May,18,Maghrib,Committed,Alone,Home
May,18,Isya,Committed,Jamaah,Mosque
May,19,Shubuh,Abandoned,,
May,19,Dzuhur,Committed,Alone,Mosque
May,19,Ashar,Committed,Alone,Home
May,19,Maghrib,Abandoned,,
May,19,Isya,Committed,Jamaah,Mosque
May,20,Shubuh,Abandoned,,
May,20,Dzuhur,Committed,Jamaah,Mosque
May,20,Ashar,Committed,Jamaah,Mosque
May,20,Maghrib,Committed,Alone,Home
May,20,Isya,Committed,Jamaah,Mosque
May,21,Shubuh,Abandoned,,
May,21,Dzuhur,Committed,Alone,Home
May,21,Ashar,Committed,Alone,Home
May,21,Maghrib,Abandoned,,
May,21,Isya,Committed,Jamaah,Mosque
May,22,Shubuh,Abandoned,,
May,22,Dzuhur,Committed,Jamaah,Mosque
May,22,Ashar,Abandoned,,
May,22,Maghrib,Committed,Alone,Home
May,22,Isya,Committed,Alone,Home
May,23,Shubuh,Abandoned,,
May,23,Dzuhur,Committed,Jamaah,Mosque
May,23,Ashar,Committed,Alone,Home
May,23,Maghrib,Committed,Alone,Home
May,23,Isya,Committed,Jamaah,Mosque
May,24,Shubuh,Committed,Alone,Home
May,24,Dzuhur,Committed,Jamaah,Mosque
May,24,Ashar,Committed,Alone,Mosque
May,24,Maghrib,Committed,Alone,Home
May,24,Isya,Committed,Jamaah,Mosque
May,25,Shubuh,Abandoned,,
May,25,Dzuhur,Abandoned,,
May,25,Ashar,Abandoned,,
May,25,Maghrib,Committed,Alone,Home
May,25,Isya,Committed,Jamaah,Mosque
May,26,Shubuh,Abandoned,,
May,26,Dzuhur,Committed,Jamaah,Mosque
May,26,Ashar,Abandoned,,
May,26,Maghrib,Abandoned,,
May,26,Isya,Committed,Jamaah,Mosque
May,27,Shubuh,Committed,Alone,Home
May,27,Dzuhur,Committed,Alone,Mosque
May,27,Ashar,Committed,Alone,Mosque
May,27,Maghrib,Committed,Alone,Home
May,27,Isya,Committed,Jamaah,Mosque
May,28,Shubuh,Abandoned,,
May,28,Dzuhur,Committed,Alone,Mosque
May,28,Ashar,Committed,Jamaah,Mosque
May,28,Maghrib,Abandoned,,
May,28,Isya,Committed,Jamaah,Mosque
May,29,Shubuh,Committed,Alone,Home
May,29,Dzuhur,Committed,Alone,Home
May,29,Ashar,Committed,Jamaah,Mosque
May,29,Maghrib,Committed,Alone,Home
May,29,Isya,Committed,Alone,Home
May,30,Shubuh,Committed,Alone,Home
May,30,Dzuhur,Committed,Jamaah,Mosque
May,30,Ashar,Committed,Alone,Home
May,30,Maghrib,Committed,Alone,Home
May,30,Isya,Committed,Jamaah,Mosque
May,31,Shubuh,Committed,Alone,Home
May,31,Dzuhur,Committed,Alone,Mosque
May,31,Ashar,Committed,Jamaah,Mosque
May,31,Maghrib,Committed,Alone,Home
May,31,Isya,Committed,Jamaah,Mosque
