 Month,Date,Shalat,Commitment,Person,Place
February,22,Maghrib,Committed,Alone,Home
February,22,Isya,Committed,Jamaah,Mosque
February,23,Shubuh,Committed,Alone,Home
February,23,Dzuhur,Abandoned,,
February,23,Ashar,Committed,Jamaah,Mosque
February,23,Maghrib,Abandoned,,
February,23,Isya,Committed,Alone,Home
February,24,Shubuh,Abandoned,,
February,24,Dzuhur,Committed,Jamaah,Mosque
February,24,Ashar,Committed,Alone,Home
February,24,Maghrib,Committed,Alone,Home
February,24,Isya,Committed,Alone,Home
February,25,Shubuh,Committed,Alone,Home
February,25,Dzuhur,Committed,Alone,Mosque
February,25,Ashar,Committed,Alone,Home
February,25,Maghrib,Committed,Alone,Home
February,25,Isya,Committed,Alone,Home
February,26,Shubuh,Abandoned,,
February,26,Dzuhur,Committed,Jamaah,Mosque
February,26,Ashar,Committed,Jamaah,Mosque
February,26,Maghrib,Committed,Alone,Home
February,26,Isya,Committed,Alone,Home
February,27,Shubuh,Committed,Alone,Home
February,27,Dzuhur,Committed,Alone,Home
February,27,Ashar,Committed,Alone,Home
February,27,Maghrib,Committed,Alone,Home
February,27,Isya,Committed,Alone,Home
February,28,Shubuh,Abandoned,,
February,28,Dzuhur,Committed,Jamaah,Mosque
February,28,Ashar,Committed,Jamaah,Mosque
February,28,Maghrib,Committed,Alone,Home
February,28,Isya,Committed,Alone,Home
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
February,,,,,
