Month,Date,Shalat,Commitment,Person,Place
December,14,Shubuh,Abandoned,,
December,14,Dzuhur,Abandoned,,
December,14,Ashar,Committed,Jamaah,Mosque
December,14,Maghrib,Committed,Alone,Home
December,14,Isya,Committed,Jamaah,Mosque
December,15,Shubuh,Abandoned,,
December,15,Dzuhur,Abandoned,,
December,15,Ashar,Committed,Alone,Mosque
December,15,Maghrib,Committed,Alone,Home
December,15,Isya,Committed,Jamaah,Mosque
December,16,Shubuh,Abandoned,,
December,16,Dzuhur,Committed,Alone,Home
December,16,Ashar,Committed,Jamaah,Mosque
December,16,Maghrib,Committed,Alone,Home
December,16,Isya,Abandoned,,
December,17,Shubuh,Abandoned,,
December,17,Dzuhur,Abandoned,,
December,17,Ashar,Committed,Alone,Mosque
December,17,Maghrib,Committed,Alone,Home
December,17,Isya,Committed,Jamaah,Mosque
December,18,Shubuh,Abandoned,,
December,18,Dzuhur,Abandoned,,
December,18,Ashar,Abandoned,,
December,18,Maghrib,Abandoned,,
December,18,Isya,Abandoned,,
December,19,Shubuh,Abandoned,,
December,19,Dzuhur,Committed,Jamaah,Mosque
December,19,Ashar,Committed,Alone,Home
December,19,Maghrib,Committed,Alone,Home
December,19,Isya,Committed,Jamaah,Mosque
December,20,Shubuh,Abandoned,,
December,20,Dzuhur,Committed,Alone,Home
December,20,Ashar,Committed,Jamaah,Mosque
December,20,Maghrib,Abandoned,,
December,20,Isya,Committed,Jamaah,Mosque
December,21,Shubuh,Abandoned,,
December,21,Dzuhur,Committed,Alone,Home
December,21,Ashar,Committed,Jamaah,Mosque
December,21,Maghrib,Committed,Alone,Home
December,21,Isya,Committed,Jamaah,Mosque
December,22,Shubuh,Abandoned,,
December,22,Dzuhur,Committed,Alone,Home
December,22,Ashar,Committed,Jamaah,Mosque
December,22,Maghrib,Abandoned,,
December,22,Isya,Committed,Alone,Home
December,23,Shubuh,Abandoned,,
December,23,Dzuhur,Committed,Alone,Mosque
December,23,Ashar,Committed,Alone,Mosque
December,23,Maghrib,Committed,Jamaah,Mosque
December,23,Isya,Committed,Alone,Home
December,24,Shubuh,Abandoned,,
December,24,Dzuhur,Committed,Alone,Mosque
December,24,Ashar,Committed,Alone,Home
December,24,Maghrib,Committed,Alone,Home
December,24,Isya,Committed,Jamaah,Mosque
December,25,Shubuh,Abandoned,,
December,25,Dzuhur,Abandoned,,
December,25,Ashar,Committed,Alone,Mosque
December,25,Maghrib,Committed,Alone,Home
December,25,Isya,Committed,Jamaah,Mosque
December,26,Shubuh,Abandoned,,
December,26,Dzuhur,Committed,Jamaah,Mosque
December,26,Ashar,Committed,Alone,Mosque
December,26,Maghrib,Committed,Alone,Home
December,26,Isya,Committed,Jamaah,Mosque
December,27,Shubuh,Abandoned,,
December,27,Dzuhur,Committed,Alone,Home
December,27,Ashar,Committed,Jamaah,Mosque
December,27,Maghrib,Committed,Alone,Home
December,27,Isya,Committed,Alone,Home
December,28,Shubuh,Abandoned,,
December,28,Dzuhur,Committed,Alone,Mosque
December,28,Ashar,Committed,Alone,Home
December,28,Maghrib,Committed,Alone,Home
December,28,Isya,Committed,Alone,Home
December,29,Shubuh,Abandoned,,
December,29,Dzuhur,Committed,Jamaah,Mosque
December,29,Ashar,Committed,Alone,Mosque
December,29,Maghrib,Committed,Alone,Home
December,29,Isya,Committed,Alone,Home
December,30,Shubuh,Abandoned,,
December,30,Dzuhur,Abandoned,,
December,30,Ashar,Abandoned,,
December,30,Maghrib,Committed,Alone,Home
December,30,Isya,Committed,Jamaah,Mosque
December,31,Shubuh,Abandoned,,
December,31,Dzuhur,Abandoned,,
December,31,Ashar,Committed,Jamaah,Mosque
December,31,Maghrib,Committed,Alone,Home
December,31,Isya,Committed,Jamaah,Mosque
